"","CSN","STATE","NAME","GEO_ID","LocalTax","MedianIncome","Area_Code","St","Cnty","St_Name","Annual_Average_Establishment_Count","Annual_Average_Employment","Annual_Total_Wages","Annual_Average_Weekly_Wage","Annual_Average_Pay","Total_Wage_Location_Quotient_Relative_to_US","Employment_Location_Quotient_Relative_to_US","LAUS Code","State FIPS Code","County FIPS Code","STATE_GEO_ID","Year","Labor Force","Employed","Unemployed","Unemployment Rate","StateTax","StateMeanLocalTax","StateCombinedMeanTax","Geo Id","Ton-miles (millions)","Coefficient of variation for Ton-miles","Tons (thousands)","Tons (percent change)","Standard error for Tons (percent change)","Coefficient of variation for Tons","Value ($ million)","Value (percent change)","Standard error for Value (percent change)","Coefficient of variation for Value","2007 Tons (thousands)","2007 Coefficient of variation for Tons","2007 Value ($ million)","2007 Coefficient of variation for Value"
"75","Hoonah-Angoon Census Area Alaska","Alaska","Hoonah-Angoon Census Area","0500000US02105",1.655,NA,"02105","02","105","Alaska",134,794,29076243,704,36631,101,101,"CN0210500000000","02","105","Hoonah-Angoon Census Area, AK","2019",1160,1028,132,11.4,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"76","Juneau City and Borough Alaska","Alaska","Juneau City and Borough","0500000US02110",1.742,NA,"02110","02","110","Alaska",1116,17308,910410262,1012,52601,101,101,"CN0211000000000","02","110","Juneau Borough/city, AK","2019",16999,16243,756,4.4,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"77","Kenai Peninsula Borough Alaska","Alaska","Kenai Peninsula Borough","0500000US02122",1.795,NA,"02122","02","122","Alaska",2019,19492,960743708,948,49288,101,101,"CN0212200000000","02","122","Kenai Peninsula Borough, AK","2019",26161,24383,1778,6.8,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"78","Ketchikan Gateway Borough Alaska","Alaska","Ketchikan Gateway Borough","0500000US02130",1.881,NA,"02130","02","130","Alaska",586,7325,347453303,912,47435,101,101,"CN0213000000000","02","130","Ketchikan Gateway Borough, AK","2019",6884,6456,428,6.2,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"79","Kodiak Island Borough Alaska","Alaska","Kodiak Island Borough","0500000US02150",1.796,NA,"02150","02","150","Alaska",494,5881,271267806,887,46128,101,101,"CN0215000000000","02","150","Kodiak Island Borough, AK","2019",5912,5582,330,5.6,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"80","Kusilvak Census Area Alaska","Alaska","Kusilvak Census Area","0500000US02158",1.687,NA,"02158","02","158","Alaska",139,2262,66232164,563,29287,101,101,"CN0215800000000","02","158","Kusilvak Census Area, AK","2019",2682,2164,518,19.3,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"81","Matanuska-Susitna Borough Alaska","Alaska","Matanuska-Susitna Borough","0500000US02170",1.758,"29297","02170","02","170","Alaska",2156,23312,1007526759,831,43218,101,101,"CN0217000000000","02","170","Matanuska-Susitna Borough, AK","2019",46901,43661,3240,6.9,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"82","Nome Census Area Alaska","Alaska","Nome Census Area","0500000US02180",1.752,NA,"02180","02","180","Alaska",302,3849,199295188,996,51781,101,101,"CN0218000000000","02","180","Nome Census Area, AK","2019",4036,3596,440,10.9,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"83","North Slope Borough Alaska","Alaska","North Slope Borough","0500000US02185",1.911,NA,"02185","02","185","Alaska",243,11897,1199353975,1939,100815,101,101,"CN0218500000000","02","185","North Slope Borough, AK","2019",3485,3261,224,6.4,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"84","Northwest Arctic Borough Alaska","Alaska","Northwest Arctic Borough","0500000US02188",1.671,NA,"02188","02","188","Alaska",163,2878,208085561,1390,72292,101,101,"CN0218800000000","02","188","Northwest Arctic Borough, AK","2019",2934,2523,411,14,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"85","Petersburg Borough Alaska","Alaska","Petersburg Borough","0500000US02195",1.726,NA,"02195","02","195","Alaska",165,1209,53548345,852,44307,101,101,"CN0219500000000","02","195","Petersburg Borough, AK","2019",1388,1267,121,8.7,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"86","Prince of Wales-Hyder Census Area Alaska","Alaska","Prince of Wales-Hyder Census Area","0500000US02198",1.788,NA,"02198","02","198","Alaska",233,2215,92340440,802,41687,101,101,"CN0219800000000","02","198","Prince of Wales-Hyder Census Area, AK","2019",2851,2562,289,10.1,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"87","Sitka City and Borough Alaska","Alaska","Sitka City and Borough","0500000US02220",1.845,NA,"02220","02","220","Alaska",363,4170,195414875,901,46860,101,101,"CN0222000000000","02","220","Sitka Borough/city, AK","2019",4336,4155,181,4.2,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"88","Southeast Fairbanks Census Area Alaska","Alaska","Southeast Fairbanks Census Area","0500000US02240",1.793,NA,"02240","02","240","Alaska",252,2486,169665979,1313,68258,101,101,"CN0224000000000","02","240","Southeast Fairbanks Census Area, AK","2019",2810,2558,252,9,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"89","Valdez-Cordova Census Area Alaska","Alaska","Valdez-Cordova Census Area","0500000US02261",1.915,NA,"02261","02","261","Alaska",549,4890,275480718,1083,56334,101,101,"CN0226100000000","02","261","Valdez-Cordova Census Area, AK","2019",4815,4452,363,7.5,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"90","Wrangell City and Borough Alaska","Alaska","Wrangell City and Borough","0500000US02275",1.673,NA,"02275","02","275","Alaska",93,852,35352784,798,41498,101,101,"CN0227500000000","02","275","Wrangell Borough/city, AK","2019",1002,925,77,7.7,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"91","Yukon-Koyukuk Census Area Alaska","Alaska","Yukon-Koyukuk Census Area","0500000US02290",1.847,NA,"02290","02","290","Alaska",262,2296,88706605,743,38628,101,101,"CN0229000000000","02","290","Yukon-Koyukuk Census Area, AK","2019",2458,2113,345,14,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"92","Skagway Municipality Alaska","Alaska","Skagway Municipality","0500000US02230",1.725,NA,"02230","02","230","Alaska",134,957,37722924,758,39428,101,101,"CN0223000000000","02","230","Skagway Municipality, AK","2019",822,746,76,9.2,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"93","Denali Borough Alaska","Alaska","Denali Borough","0500000US02068",1.682,NA,"02068","02","068","Alaska",145,2066,99521437,926,48171,101,101,"CN0206800000000","02","068","Denali Borough, AK","2019",1038,950,88,8.5,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"94","Yakutat City and Borough Alaska","Alaska","Yakutat City and Borough","0500000US02282",1.776,NA,"02282","02","282","Alaska",42,268,11348024,815,42370,101,101,"CN0228200000000","02","282","Yakutat Borough/city, AK","2019",246,227,19,7.7,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"95","Bristol Bay Borough Alaska","Alaska","Bristol Bay Borough","0500000US02060",1.671,NA,"02060","02","060","Alaska",124,1300,72840902,1078,56031,101,101,"CN0206000000000","02","060","Bristol Bay Borough, AK","2019",441,414,27,6.1,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"96","Lake and Peninsula Borough Alaska","Alaska","Lake and Peninsula Borough","0500000US02164",1.687,NA,"02164","02","164","Alaska",122,973,40346243,797,41462,101,101,"CN0216400000000","02","164","Lake and Peninsula Borough, AK","2019",708,638,70,9.9,0,1.76,1.76,"0400000US02",1224,31.1,5255,36.4,81.1,44.8,3246,10.2,40.6,28.3,3851,39.1,2947,23.6
"97","Apache County Arizona","Arizona","Apache County","0500000US04001",2.71,"20695","04001","04","001","Arizona",603,18029,779326424,831,43227,101,101,"CN0400100000000","04","001","Apache County, AZ","2019",20487,18468,2019,9.9,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"98","Cochise County Arizona","Arizona","Cochise County","0500000US04003",2.447,"24579","04003","04","003","Arizona",2266,33994,1565499141,886,46053,101,101,"CN0400300000000","04","003","Cochise County, AZ","2019",50594,47695,2899,5.7,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"99","Coconino County Arizona","Arizona","Coconino County","0500000US04005",2.538,"25442","04005","04","005","Arizona",3384,62682,2715130393,833,43316,101,101,"CN0400500000000","04","005","Coconino County, AZ","2019",77507,73206,4301,5.5,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"100","Gila County Arizona","Arizona","Gila County","0500000US04007",2.655,NA,"04007","04","007","Arizona",969,14868,624814291,808,42024,101,101,"CN0400700000000","04","007","Gila County, AZ","2019",21677,20485,1192,5.5,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"101","Graham County Arizona","Arizona","Graham County","0500000US04009",2.493,NA,"04009","04","009","Arizona",535,9148,390108586,820,42646,101,101,"CN0400900000000","04","009","Graham County, AZ","2019",15351,14608,743,4.8,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"102","Greenlee County Arizona","Arizona","Greenlee County","0500000US04011",2.494,NA,"04011","04","011","Arizona",100,4890,340123509,1338,69560,101,101,"CN0401100000000","04","011","Greenlee County, AZ","2019",4520,4342,178,3.9,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"103","La Paz County Arizona","Arizona","La Paz County","0500000US04012",2.528,NA,"04012","04","012","Arizona",359,5816,220574336,729,37929,101,101,"CN0401200000000","04","012","La Paz County, AZ","2019",9334,8789,545,5.8,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"104","Maricopa County Arizona","Arizona","Maricopa County","0500000US04013",2.61,"32123","04013","04","013","Arizona",98802,1993417,108256719352,1044,54307,101,101,"CN0401300000000","04","013","Maricopa County, AZ","2019",2310503,2217656,92847,4,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"105","Mohave County Arizona","Arizona","Mohave County","0500000US04015",2.596,"23492","04015","04","015","Arizona",3726,50290,1926317258,737,38304,101,101,"CN0401500000000","04","015","Mohave County, AZ","2019",87792,82815,4977,5.7,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"106","Navajo County Arizona","Arizona","Navajo County","0500000US04017",2.621,"20573","04017","04","017","Arizona",1649,26677,1047220852,755,39255,101,101,"CN0401700000000","04","017","Navajo County, AZ","2019",40979,37973,3006,7.3,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"107","Pima County Arizona","Arizona","Pima County","0500000US04019",2.488,"27521","04019","04","019","Arizona",18634,368438,17404474107,908,47239,101,101,"CN0401900000000","04","019","Pima County, AZ","2019",498695,476620,22075,4.4,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"108","Pinal County Arizona","Arizona","Pinal County","0500000US04021",2.681,"28279","04021","04","021","Arizona",3185,62137,2673977538,828,43034,101,101,"CN0402100000000","04","021","Pinal County, AZ","2019",187480,178309,9171,4.9,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"109","Santa Cruz County Arizona","Arizona","Santa Cruz County","0500000US04023",2.565,NA,"04023","04","023","Arizona",1173,13305,661956375,957,49752,101,101,"CN0402300000000","04","023","Santa Cruz County, AZ","2019",19636,17963,1673,8.5,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"110","Yavapai County Arizona","Arizona","Yavapai County","0500000US04025",2.567,"25711","04025","04","025","Arizona",5693,64683,2584525361,768,39957,101,101,"CN0402500000000","04","025","Yavapai County, AZ","2019",106880,102138,4742,4.4,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"111","Yuma County Arizona","Arizona","Yuma County","0500000US04027",2.558,"23737","04027","04","027","Arizona",3217,67639,2658141277,756,39299,101,101,"CN0402700000000","04","027","Yuma County, AZ","2019",99824,83437,16387,16.4,5.6,2.57,8.17,"0400000US04",NA,NA,1965,18.5,60.6,42.3,12114,-11.8,24.4,23.4,1658,28.6,13731,14.7
"112","Arkansas County Arkansas","Arkansas","Arkansas County","0500000US05001",2.778,NA,"05001","05","001","Arkansas",801,9784,399422237,785,40825,101,101,"CN0500100000000","05","001","Arkansas County, AR","2019",9427,9141,286,3,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"113","Ashley County Arkansas","Arkansas","Ashley County","0500000US05003",2.55,NA,"05003","05","003","Arkansas",569,6680,291453744,839,43632,101,101,"CN0500300000000","05","003","Ashley County, AR","2019",7751,7333,418,5.4,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"114","Baxter County Arkansas","Arkansas","Baxter County","0500000US05005",2.781,NA,"05005","05","005","Arkansas",1242,14974,528965697,679,35327,101,101,"CN0500500000000","05","005","Baxter County, AR","2019",16296,15646,650,4,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"115","Benton County Arkansas","Arkansas","Benton County","0500000US05007",2.749,"33484","05007","05","007","Arkansas",6596,119780,7099399793,1140,59270,101,101,"CN0500700000000","05","007","Benton County, AR","2019",137211,133610,3601,2.6,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"116","Boone County Arkansas","Arkansas","Boone County","0500000US05009",2.619,NA,"05009","05","009","Arkansas",977,14063,548500301,750,39004,101,101,"CN0500900000000","05","009","Boone County, AR","2019",16036,15525,511,3.2,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"117","Bradley County Arkansas","Arkansas","Bradley County","0500000US05011",2.679,NA,"05011","05","011","Arkansas",368,3816,133043014,671,34868,101,101,"CN0501100000000","05","011","Bradley County, AR","2019",4483,4298,185,4.1,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"118","Calhoun County Arkansas","Arkansas","Calhoun County","0500000US05013",2.794,NA,"05013","05","013","Arkansas",105,3030,166894097,1059,55085,101,101,"CN0501300000000","05","013","Calhoun County, AR","2019",2453,2345,108,4.4,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"119","Carroll County Arkansas","Arkansas","Carroll County","0500000US05015",2.596,NA,"05015","05","015","Arkansas",816,10658,323638239,584,30366,101,101,"CN0501500000000","05","015","Carroll County, AR","2019",12783,12383,400,3.1,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"120","Chicot County Arkansas","Arkansas","Chicot County","0500000US05017",2.764,NA,"05017","05","017","Arkansas",503,3051,99526800,627,32617,101,101,"CN0501700000000","05","017","Chicot County, AR","2019",3285,3057,228,6.9,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"121","Clark County Arkansas","Arkansas","Clark County","0500000US05019",2.891,NA,"05019","05","019","Arkansas",664,9383,327034353,670,34855,101,101,"CN0501900000000","05","019","Clark County, AR","2019",9691,9323,368,3.8,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"122","Clay County Arkansas","Arkansas","Clay County","0500000US05021",2.826,NA,"05021","05","021","Arkansas",384,3306,99717240,580,30166,101,101,"CN0502100000000","05","021","Clay County, AR","2019",5691,5413,278,4.9,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"123","Cleburne County Arkansas","Arkansas","Cleburne County","0500000US05023",2.846,NA,"05023","05","023","Arkansas",656,6325,209322373,636,33094,101,101,"CN0502300000000","05","023","Cleburne County, AR","2019",9226,8808,418,4.5,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"124","Cleveland County Arkansas","Arkansas","Cleveland County","0500000US05025",2.754,NA,"05025","05","025","Arkansas",133,1066,33942516,612,31848,101,101,"CN0502500000000","05","025","Cleveland County, AR","2019",3219,3092,127,3.9,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"125","Columbia County Arkansas","Arkansas","Columbia County","0500000US05027",2.757,NA,"05027","05","027","Arkansas",701,7948,320312416,775,40301,101,101,"CN0502700000000","05","027","Columbia County, AR","2019",9140,8730,410,4.5,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"126","Conway County Arkansas","Arkansas","Conway County","0500000US05029",2.748,NA,"05029","05","029","Arkansas",537,6384,249881073,753,39141,101,101,"CN0502900000000","05","029","Conway County, AR","2019",8285,7926,359,4.3,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"127","Craighead County Arkansas","Arkansas","Craighead County","0500000US05031",3.055,"24452","05031","05","031","Arkansas",2853,51051,2015778592,759,39486,101,101,"CN0503100000000","05","031","Craighead County, AR","2019",55652,54097,1555,2.8,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"128","Crawford County Arkansas","Arkansas","Crawford County","0500000US05033",2.64,NA,"05033","05","033","Arkansas",1254,19530,703388502,693,36015,101,101,"CN0503300000000","05","033","Crawford County, AR","2019",26922,26028,894,3.3,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"129","Crittenden County Arkansas","Arkansas","Crittenden County","0500000US05035",2.783,NA,"05035","05","035","Arkansas",1208,16113,599558163,716,37210,101,101,"CN0503500000000","05","035","Crittenden County, AR","2019",21422,20512,910,4.2,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"130","Cross County Arkansas","Arkansas","Cross County","0500000US05037",2.97,NA,"05037","05","037","Arkansas",483,4823,163277148,651,33856,101,101,"CN0503700000000","05","037","Cross County, AR","2019",7411,7097,314,4.2,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"131","Dallas County Arkansas","Arkansas","Dallas County","0500000US05039",2.949,NA,"05039","05","039","Arkansas",238,2690,87473762,625,32514,101,101,"CN0503900000000","05","039","Dallas County, AR","2019",2840,2706,134,4.7,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"132","Desha County Arkansas","Arkansas","Desha County","0500000US05041",2.76,NA,"05041","05","041","Arkansas",555,4700,168131613,688,35776,101,101,"CN0504100000000","05","041","Desha County, AR","2019",5402,5161,241,4.5,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"133","Drew County Arkansas","Arkansas","Drew County","0500000US05043",2.861,NA,"05043","05","043","Arkansas",544,6445,228034986,680,35382,101,101,"CN0504300000000","05","043","Drew County, AR","2019",7864,7456,408,5.2,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
"134","Faulkner County Arkansas","Arkansas","Faulkner County","0500000US05045",2.815,"27307","05045","05","045","Arkansas",2871,40539,1654414499,785,40810,101,101,"CN0504500000000","05","045","Faulkner County, AR","2019",62431,60556,1875,3,6.5,2.76,9.26,"0400000US05",2332,16.6,2294,57.7,38.2,18.3,4869,19.7,42,23.1,1455,15.9,4067,26.4
